Molecule,Prior_Up_Down,Type,Organ,Species,PMID,ID
Bcam,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Bclaf3,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Bet1l,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Bin1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Bmt2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Bok,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Bop1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Bpgm,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Brcc3,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Bri3,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Brpf1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Bzw2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
C6,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
C9,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Camkk2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Car14,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Car2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cars,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cat,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cblb,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cc2d1a,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Ccnl2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cd276,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cd63,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cd74,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cd82,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cd9,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cdc42bpg,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cdk4,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cdkl1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cdo1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Celsr2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cenpb,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cep104,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cep131,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cep57,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cers2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cfd,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cgref1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Chac1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Chdh,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Chka,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Chkb,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Chmp5,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Chpf2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Chtf8,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Ciao2a,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cibar1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cidec,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cisd3,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cited4,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Clcn5,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Clec14a,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Clic1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Clic4,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Clmn,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cln6,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cmip,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cnih4,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cog7,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Col6a3,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Colca2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Comt,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Coq5,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cpb2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cpeb4,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cped1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cpne2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cps1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cracr2b,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Crat,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Creb3,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Creb3l3,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Crebl2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Crip1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Crot,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Crtc1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cryl1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Crym,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cryz,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Csdc2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Csmd2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Csrp1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Csrp2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cst6,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Ctdp1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cth,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cxcl14,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cyba,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cyp1a1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cyp1a2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cyp4v3,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cyp7b1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cyp8b1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cyrib,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Cyth3,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dapk2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dbi,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dbt,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dcbld2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dchs1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dcun1d1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dcxr,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Ddc,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Ddit3,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Ddit4,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Ddx24,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Decr1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Depdc5,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dera,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dgat2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dgkz,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dhtkd1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dhx57,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dmap1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dmgdh,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dnase2b,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dnttip2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dus3l,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Dynll2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Ebp,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Echdc1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Echdc2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Echdc3,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Edaradd,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Edem2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Eef2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Eftud2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Eif2s2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Eif3b,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Eif3m,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Eif4a1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Eif4a3,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Eif4e3,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Eif4ebp1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Ell2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Elovl1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Elovl6,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Eml4,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Ensa,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Entpd4,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Erlin1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Ero1b,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Esam,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Esyt1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Ethe1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Etnk2,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Etnppl,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Ets2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Etv5,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Evi5l,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Exoc3,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Exosc10,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Exosc4,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Exosc9,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Ezr,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
F10,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fabp7,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fads3,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fahd2a,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fam118a,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fam185a,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fam20a,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fam83h,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fas,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fasn,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fastkd5,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fbln2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fbxl6,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fbxo3,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fbxo4,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fbxo6,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fdx1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fech,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fem1a,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fermt3,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fh1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fitm2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Flot2,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fmo5,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Foxo3,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Foxp4,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fsd1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fstl1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fus,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Fus,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
G6pc,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
G6pdx,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Gak,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Galm,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Gapdh,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Gar1,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Gars,Up,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
Gbe1,Down,mRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/34093224/,Mouse_gene_symbol
