Molecule,Prior_Up_Down,Type,Organ,Species,PMID,ID
Pik3ip1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pik3r1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pim1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pink1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pip4k2a,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pip4p1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pir,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pitpnb,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pitpnc1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pitpnm2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pitrm1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pja2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pkd1l3,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pkib,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pklr,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pkn3,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pknox2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pkp4,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pla1a,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pla2g12a,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pla2g6,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pla2g7,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pla2r1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plagl2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plau,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plbd1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plbd2,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plcb2,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plce1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plcg2,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plch1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plcl2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plcxd1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pld1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plekha1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plekha2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plekha3,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plekha5,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plekha8,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plekhf2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plekhg2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plekhm1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plekhm2,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plekhm3,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plin1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plin2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plin3,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plin4,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plin5,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plk2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plod1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plpp1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plpp2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plppr2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plppr3,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plrg1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pls1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plscr4,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plxna1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plxna3,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plxnb1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plxnb2,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Plxnb3,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pm20d1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pmm1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pmp22,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pmpca,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pmpcb,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pnkd,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pnkp,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pnn,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pnp,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pnpla3,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pnpla8,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pofut1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Poglut3,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pogz,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pola1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Poldip2,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Poldip3,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pole,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Polg,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Polk,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Polq,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Polr1a,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Polr2m,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Polr3b,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Polr3c,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Polr3gl,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Polrmt,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pomgnt1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pomk,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pomt2,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pon1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Popdc3,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pou2f1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pou5f2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppa1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppa2,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppard,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pparg,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppargc1a,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppcs,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppdpf,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppfibp1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppid,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppig,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppih,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppil1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppip5k1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppm1a,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppm1d,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppm1g,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppm1h,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppm1k,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppox,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppp1ca,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppp1cc,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppp1r12c,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppp1r14b,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppp1r1a,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppp1r21,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppp1r37,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppp1r3b,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppp1r3c,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppp1r3f,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppp1r9a,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppp3ca,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppp4r4,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pprc1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppt1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppt2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ppy,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pradc1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prap1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prdm10,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prdm11,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prdm16,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prdm2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prdx1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prdx3,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prdx4,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prdx5,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prdx6,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Preb,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prelid1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prelp,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prex2,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prg4,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prkab1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prkag1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prkar2a,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prkar2b,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prkcb,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prkce,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prkch,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prkcz,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prkd2,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prkx,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prmt1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prmt3,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prmt5,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prnp,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prodh2,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pros1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Proser2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prox1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prpf3,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prpf38b,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prpf6,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prpf8,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prpsap1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prr13,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prr16,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prr22,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prrc1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prrc2b,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prrc2c,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prrg1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prrg2,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prrg4,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prss35,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prss45,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Prune1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psat1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psd3,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psd4,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psen2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psip1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pskh1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psma6,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psmb5,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psmb6,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psmb7,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psmd1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psmd13,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psmd14,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psmd6,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psmd7,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psmd8,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psmd9,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Psme1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Pspc1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptbp2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptcd2,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptch1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptges2,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptgs1,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptma,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptpa,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptpdc1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptpn1,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptpn2,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptpn6,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptpn9,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptprb,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptprc,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptprg,Up,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptprk,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptprm,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
Ptprr,Down,mRNA,Liver,Brown bear,https://pubmed.ncbi.nlm.nih.gov/31531397/,Mouse_gene_symbol
